TAMBON_T,AMPHOE_T,CHANGWAT_T,LAT,LONG
สระบัว,แคนดง,บุรีรัมย์,15.320,103.077
เสมา,สูงเนิน,นครราชสีมา,14.982,101.777
น้ำชุน,หล่มสัก,เพชรบูรณ์,16.739,101.143
ริมโขง,เชียงของ,เชียงราย,20.361,100.313
พันชนะ,ด่านขุนทด,นครราชสีมา,15.270,101.689
แหลมกลัด,เมืองตราด,ตราด,12.117,102.704
บึงโขงหลง,บึงโขงหลง,บึงกาฬ,18.002,104.045
กลัดหลวง,ท่ายาง,เพชรบุรี,12.801,99.732
เมืองบัว,ชุมพลบุรี,สุรินทร์,15.429,103.205
จรเข้สามพัน,อู่ทอง,สุพรรณบุรี,14.317,99.850
ปงสนุก,เวียงสา,น่าน,18.600,100.648
หนองโพรง,ศรีมหาโพธิ,ปราจีนบุรี,13.787,101.581
บ้านแมด,บุณฑริก,อุบลราชธานี,14.906,105.348
โนนทอง,หนองเรือ,ขอนแก่น,16.552,102.384
ค้างพลู,โนนไทย,นครราชสีมา,15.149,101.973
แสงสว่าง,หนองแสง,อุดรธานี,17.121,102.804
แหลมรัง,บึงนาราง,พิจิตร,16.225,100.073
โนนแดง,บรบือ,มหาสารคาม,15.903,103.080
บึงกอก,บางระกำ,พิษณุโลก,16.700,100.011
บ้านติ้ว,หล่มสัก,เพชรบูรณ์,16.782,101.357
นาบอน,นาบอน,นครศรีธรรมราช,8.243,99.600
ดอนเตย,นาทม,นครพนม,17.798,104.108
เวียงคำ,กุมภวาปี,อุดรธานี,17.097,103.116
นาซ่าว,เชียงคาน,เลย,17.814,101.663
วังหมัน,วัดสิงห์,ชัยนาท,15.171,99.916
ชุมภูพร,ศรีวิไล,บึงกาฬ,18.146,103.714
ทุ่งนางาม,ลานสัก,อุทัยธานี,15.385,99.610
สระกรวด,ศรีเทพ,เพชรบูรณ์,15.420,101.070
ขนอม,ขนอม,นครศรีธรรมราช,9.166,99.838
กุดดินจี่,นากลาง,หนองบัวลำภู,17.349,102.273
น้ำอ่าง,ตรอน,อุตรดิตถ์,17.456,100.215
หนองไม้ไผ่,หนองบุญมาก,นครราชสีมา,14.641,102.320
เขาแก้ว,ลานสกา,นครศรีธรรมราช,8.374,99.742
ค่ายบกหวาน,เมืองหนองคาย,หนองคาย,17.781,102.783
โนนรัง,ชุมพวง,นครราชสีมา,15.258,102.810
เปือ,เชียงกลาง,น่าน,19.324,100.843
ปากน้ำ,สวรรคโลก,สุโขทัย,17.233,99.925
พรุพี,บ้านนาสาร,สุราษฎร์ธานี,8.707,99.391
ถ้ำทะลุ,บันนังสตา,ยะลา,6.238,101.147
หนองยาง,เฉลิมพระเกียรติ,นครราชสีมา,14.930,102.287
คลองยา,อ่าวลึก,กระบี่,8.379,98.883
นาแขม,เมืองเลย,เลย,17.687,101.660
โนนสมบูรณ์,บึงกาฬ,บึงกาฬ,18.284,103.638
สำราญใต้,สามชัย,กาฬสินธุ์,16.814,103.480
ชัยพร,บึงกาฬ,บึงกาฬ,18.240,103.839
ท่าเคย,ท่าฉาง,สุราษฎร์ธานี,9.228,99.181
ตาเกา,น้ำขุ่น,อุบลราชธานี,14.568,104.919
ศรีษะกระบือ,องครักษ์,นครนายก,14.043,100.986
วังหลวง,เฝ้าไร่,หนองคาย,18.086,103.256
จานลาน,พนา,อำนาจเจริญ,15.619,104.901
กะเปา,คีรีรัฐนิคม,สุราษฎร์ธานี,9.011,98.890
นิคมห้วยผึ้ง,ห้วยผึ้ง,กาฬสินธุ์,16.675,103.909
หนองแคน,ดงหลวง,มุกดาหาร,16.760,104.492
กรูด,กาญจนดิษฐ์,สุราษฎร์ธานี,9.103,99.549
หัวลำ,ท่าหลวง,ลพบุรี,15.029,101.292
โชคนาสาม,ปราสาท,สุรินทร์,14.544,103.280
หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,13.981,99.451
หนองบุนนาก,หนองบุญมาก,นครราชสีมา,14.609,102.400
นิคมสร้างตนเอง,เมืองลพบุรี,ลพบุรี,14.824,100.732
นาตาล,ท่าคันโท,กาฬสินธุ์,16.847,103.280
ทานตะวัน,พาน,เชียงราย,19.470,99.832
บ้านกลาง,สอง,แพร่,18.485,100.183
นาหัวบ่อ,พรรณานิคม,สกลนคร,17.226,103.917
โพธิ์ไทร,โพธิ์ไทร,อุบลราชธานี,15.816,105.261
สะแกราช,ปักธงชัย,นครราชสีมา,14.604,102.048
หนองเม็ก,หนองหาน,อุดรธานี,17.355,103.169
หล่อยูง,ตะกั่วทุ่ง,พังงา,8.198,98.358
เมืองจัง,ภูเพียง,น่าน,18.878,100.830
หนองบัวสิม,คำตากล้า,สกลนคร,17.841,103.859
บัลลังก์,โนนไทย,นครราชสีมา,15.223,101.928
บ่อแก้ว,บ้านม่วง,สกลนคร,17.863,103.626
บัววัฒนา,หนองไผ่,เพชรบูรณ์,15.953,101.034
เกาะคอเขา,ตะกั่วป่า,พังงา,8.962,98.284
บ้านด่าน,บ้านด่านลานหอย,สุโขทัย,17.048,99.549
พิชัย,เมืองลำปาง,ลำปาง,18.316,99.571
หนองบัว,ไชยปราการ,เชียงใหม่,19.736,99.073
บ้านนา,วชิรบารมี,พิจิตร,16.495,100.128
เกาะตะเภา,บ้านตาก,ตาก,17.110,99.011
อูบมุง,หนองวัวซอ,อุดรธานี,17.087,102.564
บ้านถ้ำ,ดอกคำใต้,พะเยา,19.105,100.074
หนองสูงใต้,หนองสูง,มุกดาหาร,16.388,104.382
หลุ่งตะเคียน,ห้วยแถลง,นครราชสีมา,15.120,102.638
โพธิไพศาล,กุสุมาลย์,สกลนคร,17.379,104.378
หนองแวงใต้,วานรนิวาส,สกลนคร,17.724,103.760
กระเทียม,สังขะ,สุรินทร์,14.604,103.673
โคกสี,สว่างแดนดิน,สกลนคร,17.605,103.446
วังจันทร์,แก่งกระจาน,เพชรบุรี,12.942,99.735
ไทรย้อย,เนินมะปราง,พิษณุโลก,16.452,100.634
ไพรขลา,ชุมพลบุรี,สุรินทร์,15.395,103.556
หนองกวาง,โพธาราม,ราชบุรี,13.747,99.597
พรหมณี,เมืองนครนายก,นครนายก,14.264,101.164
ป่าอ้อดอนชัย,เมืองเชียงราย,เชียงราย,19.768,99.819
หนองเหียง,พนัสนิคม,ชลบุรี,13.464,101.330
วังม้า,ลาดยาว,นครสวรรค์,15.686,99.871
วังยาง,วังยาง,นครพนม,17.063,104.442
หนองขาว,ท่าม่วง,กาญจนบุรี,14.055,99.613
อ่าวลึกใต้,อ่าวลึก,กระบี่,8.386,98.707
นากระแซง,เดชอุดม,อุบลราชธานี,14.870,104.908
ท่านางงาม,บางระกำ,พิษณุโลก,16.810,100.114
บ่อหิน,สิเกา,ตรัง,7.593,99.345
ทุ่งฝน,ทุ่งฝน,อุดรธานี,17.478,103.263
บ้านตูม,นาจะหลวย,อุบลราชธานี,14.608,105.241
เขาโร,ทุ่งสง,นครศรีธรรมราช,8.047,99.594
บัวตูม,โซ่พิสัย,บึงกาฬ,18.072,103.364
บ่อยาง,สว่างอารมณ์,อุทัยธานี,15.592,99.715
ฉมัน,มะขาม,จันทบุรี,12.817,102.224
วังคัน,ด่านช้าง,สุพรรณบุรี,14.937,99.666
บ้านโภชน์,หนองไผ่,เพชรบูรณ์,15.933,100.928
คลองไทร,ท่าฉาง,สุราษฎร์ธานี,9.200,99.165
ท่าเคย,สวนผึ้ง,ราชบุรี,13.522,99.420
นาซอ,วานรนิวาส,สกลนคร,17.674,103.848
หนองสังข์,อรัญประเทศ,สระแก้ว,13.804,102.539
โสมเยี่ยม,น้ำโสม,อุดรธานี,17.823,102.207
คำเตย,เมืองนครพนม,นครพนม,17.210,104.709
หนองไผ่,หนองไผ่,เพชรบูรณ์,16.004,101.037
นาแก,นาวัง,หนองบัวลำภู,17.396,102.078
ไทยชนะศึก,ทุ่งเสลี่ยม,สุโขทัย,17.376,99.589
สว่าง,พรรณานิคม,สกลนคร,17.367,103.981
ดงคอน,สรรคบุรี,ชัยนาท,14.976,100.135
บางเคียน,ชุมแสง,นครสวรรค์,15.806,100.176
แสลงพัน,วังม่วง,สระบุรี,14.745,101.116
ทุ่งงาม,เสริมงาม,ลำปาง,18.071,99.244
โคกสะอาด,หนองบัวระเหว,ชัยภูมิ,15.778,101.699
นาเดื่อ,ศรีสงคราม,นครพนม,17.555,104.333
เขาปู่,ศรีบรรพต,พัทลุง,7.701,99.833
ตลาดไทร,ชุมพวง,นครราชสีมา,15.109,102.773
แม่ลอย,เทิง,เชียงราย,19.573,100.063
บ้านชวน,บำเหน็จณรงค์,ชัยภูมิ,15.518,101.653
นาหลวงเสน,ทุ่งสง,นครศรีธรรมราช,8.240,99.705
วังโป่ง,วังโป่ง,เพชรบูรณ์,16.347,100.809
ไทรโสภา,พระแสง,สุราษฎร์ธานี,8.597,99.066
หนองแม่แตง,ไทรงาม,กำแพงเพชร,16.399,99.909
ท่าเรือ,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.321,100.013
ช่องสาริกา,พัฒนานิคม,ลพบุรี,14.802,100.909
พรหมพิราม,พรหมพิราม,พิษณุโลก,17.004,100.135
มาย,บ้านม่วง,สกลนคร,17.855,103.480
หนองกระทุ่ม,เดิมบางนางบวช,สุพรรณบุรี,14.907,99.804
ดงใหญ่,พิมาย,นครราชสีมา,15.338,102.591
บ้านโป่ง,งาว,ลำปาง,18.726,99.886
ผาสิงห์,เมืองน่าน,น่าน,18.850,100.749
กำแพง,ละงู,สตูล,6.933,99.777
บ้านโข้ง,อู่ทอง,สุพรรณบุรี,14.578,99.864
สะกอม,เทพา,สงขลา,6.880,100.818
คณฑี,เมืองกำแพงเพชร,กำแพงเพชร,16.367,99.695
ทุ่งโพ,หนองฉาง,อุทัยธานี,15.344,99.712
กุสุมาลย์,กุสุมาลย์,สกลนคร,17.302,104.386
เกษตรวิสัย,เกษตรวิสัย,ร้อยเอ็ด,15.662,103.609
โพนทราย,เมืองมุกดาหาร,มุกดาหาร,16.541,104.584
บางเหรียง,ควนเนียง,สงขลา,7.112,100.364
สาวะถี,เมืองขอนแก่น,ขอนแก่น,16.538,102.684
ยางค้อม,พิปูน,นครศรีธรรมราช,8.520,99.701
สมอโคน,บ้านตาก,ตาก,17.046,99.183
เพ็ญ,เพ็ญ,อุดรธานี,17.673,102.936
หนองตูม,ภูเขียว,ชัยภูมิ,16.325,102.092
บ้านดุง,บ้านดุง,อุดรธานี,17.741,103.250
พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,16.657,99.538
เขาชะงุ้ม,โพธาราม,ราชบุรี,13.726,99.700
บึงเจริญ,บ้านกรวด,บุรีรัมย์,14.337,103.037
เนินปอ,สามง่าม,พิจิตร,16.408,100.136
เหล่างาม,โพธิ์ไทร,อุบลราชธานี,15.760,105.374
บุ่งคล้า,บุ่งคล้า,บึงกาฬ,18.252,103.962
เพชรละคร,หนองไผ่,เพชรบูรณ์,15.897,101.154
ระเว,พิบูลมังสาหาร,อุบลราชธานี,15.340,105.297
สาคร,ท่าแพ,สตูล,6.787,99.865
ท่าสะอาด,เซกา,บึงกาฬ,17.975,103.744
หนองเต่า,เก้าเลี้ยว,นครสวรรค์,15.884,100.146
ดงหลวง,ดงหลวง,มุกดาหาร,16.818,104.523
ห้วยโจด,วัฒนานคร,สระแก้ว,13.771,102.281
แม่ป้าก,วังชิ้น,แพร่,18.005,99.638
หนองปลิง,เมืองกำแพงเพชร,กำแพงเพชร,16.566,99.521
ทุ่งนารี,ป่าบอน,พัทลุง,7.191,100.130
ดงหม้อทองใต้,บ้านม่วง,สกลนคร,17.932,103.441
ไผ่รอบ,โพธิ์ประทับช้าง,พิจิตร,16.354,100.152
อุ่มจาน,กุสุมาลย์,สกลนคร,17.350,104.137
สะตอ,เขาสมิง,ตราด,12.553,102.434
วานรนิวาส,วานรนิวาส,สกลนคร,17.645,103.752
เสวียด,ท่าฉาง,สุราษฎร์ธานี,9.311,99.101
ท่างาม,วัดโบสถ์,พิษณุโลก,16.970,100.377
แม่ทะ,แม่ทะ,ลำปาง,18.162,99.563
รังกาใหญ่,พิมาย,นครราชสีมา,15.190,102.555
ลาดทิพรส,ตาคลี,นครสวรรค์,15.235,100.549
นามะเฟือง,เมืองหนองบัวลำภู,หนองบัวลำภู,17.046,102.506
บ้านเก่า,ด่านขุนทด,นครราชสีมา,15.211,101.673
เขาชนกัน,แม่วงก์,นครสวรรค์,15.883,99.516
โพนสูง,ไชยวาน,อุดรธานี,17.173,103.240
ดงหม้อทอง,บ้านม่วง,สกลนคร,17.995,103.528
กระโพ,ท่าตูม,สุรินทร์,15.245,103.492
ปากคลอง,ปะทิว,ชุมพร,10.910,99.463
ทุ่งศรีทอง,เวียงสา,น่าน,18.661,100.694
ดีลัง,พัฒนานิคม,ลพบุรี,14.940,100.852
ผาขาว,ผาขาว,เลย,17.019,101.960
นาขอม,ไพศาลี,นครสวรรค์,15.721,100.784
เกาะสะบ้า,เทพา,สงขลา,6.863,100.891
คลองท่อมใต้,คลองท่อม,กระบี่,7.933,99.172
ป่าซาง,เวียงเชียงรุ้ง,เชียงราย,20.048,100.120
สร้างถ่อน้อย,หัวตะพาน,อำนาจเจริญ,15.641,104.490
แม่อ้อ,พาน,เชียงราย,19.672,99.821
คำโพน,ปทุมราชวงศา,อำนาจเจริญ,15.968,104.967
บะฮี,พรรณานิคม,สกลนคร,17.426,103.901
โนนค่า,สูงเนิน,นครราชสีมา,15.034,101.840
สามพระยา,ชะอำ,เพชรบุรี,12.684,99.882
พระยืน,พระยืน,ขอนแก่น,16.323,102.612
นาปรัง,ปง,พะเยา,19.219,100.242
หนองไผ่,ชุมแพ,ขอนแก่น,16.565,102.147
กุดน้ำใส,จัตุรัส,ชัยภูมิ,15.596,101.794
วังพิกุล,บึงสามพัน,เพชรบูรณ์,15.747,100.861
หนองผือ,เขมราฐ,อุบลราชธานี,15.950,105.058
ปลาโหล,วาริชภูมิ,สกลนคร,17.327,103.671
สามแยก,วิเชียรบุรี,เพชรบูรณ์,15.709,101.029
เกาะช้างใต้,เกาะช้าง,ตราด,11.996,102.331
ท่าตูม,ท่าตูม,สุรินทร์,15.295,103.639
บ้านต๊ำ,เมืองพะเยา,พะเยา,19.216,99.756
หนองโพ,ตาคลี,นครสวรรค์,15.403,100.278
พระธาตุผาแดง,แม่สอด,ตาก,16.692,98.639
เมืองการุ้ง,บ้านไร่,อุทัยธานี,15.177,99.724
วังลึก,บ้านด่านลานหอย,สุโขทัย,17.040,99.461
ทุ่งทอง,เกษตรวิสัย,ร้อยเอ็ด,15.487,103.451
ประกอบ,นาทวี,สงขลา,6.483,100.643
งิ้ว,เทิง,เชียงราย,19.697,100.096
ห้วยไร่,คอนสวรรค์,ชัยภูมิ,16.021,102.247
หนองหลวง,ลานกระบือ,กำแพงเพชร,16.640,99.780
โคกทราย,ป่าบอน,พัทลุง,7.229,100.229
สระจรเข้,ด่านขุนทด,นครราชสีมา,15.147,101.808
สมัย,สบปราบ,ลำปาง,17.900,99.421
พญาวัง,บึงสามพัน,เพชรบูรณ์,15.880,100.847
ปากพูน,เมืองนครศรีธรรมราช,นครศรีธรรมราช,8.529,99.997
หนองบัวใต้,เมืองตาก,ตาก,16.795,99.103
ทัพเสด็จ,ตาพระยา,สระแก้ว,14.047,102.813
ศรีภิรมย์,พรหมพิราม,พิษณุโลก,17.094,100.029
โพนงาม,กุดชุม,ยโสธร,16.045,104.166
ผาเสวย,สมเด็จ,กาฬสินธุ์,16.797,103.863
สวาท,เลิงนกทา,ยโสธร,16.153,104.538
ซับสนุ่น,มวกเหล็ก,สระบุรี,14.932,101.309
แพด,คำตากล้า,สกลนคร,17.775,103.842
ดอยหล่อ,ดอยหล่อ,เชียงใหม่,18.488,98.798
นาแต้,คำตากล้า,สกลนคร,17.866,103.699
สีวิเชียร,น้ำยืน,อุบลราชธานี,14.483,105.040
ปากตม,เชียงคาน,เลย,17.768,101.554
บ้านเสี้ยว,ฟากท่า,อุตรดิตถ์,17.914,100.848
สมอทอง,ท่าชนะ,สุราษฎร์ธานี,9.581,99.053
คลองไก่เถื่อน,คลองหาด,สระแก้ว,13.346,102.301
ชำผักแพว,แก่งคอย,สระบุรี,14.529,101.090
ลาดค่าง,ภูเรือ,เลย,17.497,101.285
จอมบึง,จอมบึง,ราชบุรี,13.622,99.606
อรัญคามวารี,เคียนซา,สุราษฎร์ธานี,8.745,99.190
ท่าหลวง,ท่าหลวง,ลพบุรี,15.071,101.117
สามสวน,บ้านแท่น,ชัยภูมิ,16.419,102.270
ย่านรี,สามเงา,ตาก,17.188,99.022
เนินมะปราง,เนินมะปราง,พิษณุโลก,16.595,100.626
ไหล่หิน,เกาะคา,ลำปาง,18.186,99.255
แจ้ห่ม,แจ้ห่ม,ลำปาง,18.700,99.616
กำโลน,ลานสกา,นครศรีธรรมราช,8.442,99.757
มิตรภาพ,สีคิ้ว,นครราชสีมา,14.797,101.685
มหาโพธิ,สระโบสถ์,ลพบุรี,15.289,100.861
นาอุดม,นิคมคำสร้อย,มุกดาหาร,16.274,104.615
เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.808,99.729
ห้วยม่วง,ภูผาม่าน,ขอนแก่น,16.765,101.909
บ้านดง,อุบลรัตน์,ขอนแก่น,16.801,102.645
ศรีแก้ว,เลิงนกทา,ยโสธร,16.194,104.332
นาคำ,ศรีเมืองใหม่,อุบลราชธานี,15.507,105.327
บ้านข่า,ศรีสงคราม,นครพนม,17.666,104.121
สระลงเรือ,ห้วยกระเจา,กาญจนบุรี,14.357,99.764
หินเหล็กไฟ,หัวหิน,ประจวบคีรีขันธ์,12.592,99.862
ทุ่งแล้ง,ลอง,แพร่,17.959,99.752
เข็กน้อย,เขาค้อ,เพชรบูรณ์,16.832,101.015
บ้านเสด็จ,เมืองลำปาง,ลำปาง,18.392,99.645
ดอนตาเพชร,พนมทวน,กาญจนบุรี,14.192,99.678
นาดี,สุวรรณคูหา,หนองบัวลำภู,17.473,102.269
น้ำทูน,ท่าลี่,เลย,17.592,101.288
สะพานหิน,หนองมะโมง,ชัยนาท,15.197,99.827
แม่น้ำคู้,ปลวกแดง,ระยอง,12.908,101.230
บ้านใหม่,ครบุรี,นครราชสีมา,14.449,102.207
ท่าแดง,หนองไผ่,เพชรบูรณ์,15.957,101.183
ตาดควัน,พญาเม็งราย,เชียงราย,19.991,100.184
ปูยู,เมืองสตูล,สตูล,6.517,100.124
นาขมิ้น,โพนสวรรค์,นครพนม,17.523,104.513
กลางใหญ่,บ้านผือ,อุดรธานี,17.785,102.375
หนองบอน,เมืองสระแก้ว,สระแก้ว,13.850,102.087
ทาขุมเงิน,แม่ทา,ลำพูน,18.363,98.962
บึงพะไล,แก้งสนามนาง,นครราชสีมา,15.661,102.236
วิศิษฐ์,บึงกาฬ,บึงกาฬ,18.359,103.592
ทรายขาว,พาน,เชียงราย,19.663,99.733
กุดชุมแสง,หนองบัวแดง,ชัยภูมิ,16.012,101.834
หนองบัว,ภูเรือ,เลย,17.454,101.371
บ่อ,ขลุง,จันทบุรี,12.412,102.279
ตาหลังใน,วังน้ำเย็น,สระแก้ว,13.471,102.130
มาบยางพร,ปลวกแดง,ระยอง,12.970,101.136
ดงประคำ,พรหมพิราม,พิษณุโลก,17.189,100.260
ธงชัยเหนือ,ปักธงชัย,นครราชสีมา,14.793,102.034
โพนครก,ท่าตูม,สุรินทร์,15.401,103.725
วังตะเคียน,หนองมะโมง,ชัยนาท,15.278,99.802
ชัยบุรี,ชัยบุรี,สุราษฎร์ธานี,8.434,99.071
คลองขลุง,คลองขลุง,กำแพงเพชร,16.176,99.698
บ้านเหล่า,แม่ใจ,พะเยา,19.399,99.859
บางเหรียง,ทับปุด,พังงา,8.610,98.654
เมืองเก่าพัฒนา,เวียงเก่า,ขอนแก่น,16.625,102.206
ป่าก่อ,ชานุมาน,อำนาจเจริญ,16.046,104.860
คำแก้ว,โซ่พิสัย,บึงกาฬ,18.093,103.489
กระเฉด,เมืองระยอง,ระยอง,12.843,101.456
กะบกเตี้ย,เนินขาม,ชัยนาท,15.036,99.816
ภูซาง,ภูซาง,พะเยา,19.671,100.378
หนองละลอก,บ้านค่าย,ระยอง,12.821,101.256
หนองผือ,ท่าลี่,เลย,17.678,101.448
บ้านโคก,สุวรรณคูหา,หนองบัวลำภู,17.528,102.199
ทุ่งกล้วย,ภูซาง,พะเยา,19.606,100.417
กุดหมากไฟ,หนองวัวซอ,อุดรธานี,17.057,102.645
สำนักตะคร้อ,เทพารักษ์,นครราชสีมา,15.297,101.564
บ่อวิน,ศรีราชา,ชลบุรี,13.052,101.093
สุโสะ,ปะเหลียน,ตรัง,7.236,99.673
ตลุกกลางทุ่ง,เมืองตาก,ตาก,16.861,99.249
คูเมือง,หนองบัวแดง,ชัยภูมิ,16.012,101.723
วังกระแจะ,เมืองตราด,ตราด,12.272,102.479
บัวใหญ่,นาน้อย,น่าน,18.350,100.570
ดุซงญอ,จะแนะ,นราธิวาส,6.123,101.643
แม่ทะลบ,ไชยปราการ,เชียงใหม่,19.730,99.247
หนองขาม,ศรีราชา,ชลบุรี,13.134,101.038
ชมเจริญ,ปากชม,เลย,17.700,101.922
หัวหว้า,ศรีมหาโพธิ,ปราจีนบุรี,13.908,101.461
เชียงเครือ,เมืองสกลนคร,สกลนคร,17.279,104.123
ห้วยยาง,คอนสาร,ชัยภูมิ,16.536,101.896
วังชะโอน,บึงสามัคคี,กำแพงเพชร,16.233,99.926
พบพระ,พบพระ,ตาก,16.402,98.697
ชอนสมบูรณ์,หนองม่วง,ลพบุรี,15.288,100.763
วังใหม่,เมืองชุมพร,ชุมพร,10.523,99.054
บ้านน้ำพุ,คีรีมาศ,สุโขทัย,16.815,99.632
พระบาท,เมืองลำปาง,ลำปาง,18.255,99.518
วาใหญ่,อากาศอำนวย,สกลนคร,17.630,103.926
ท่าหินโงม,เมืองชัยภูมิ,ชัยภูมิ,16.021,101.993
แชะ,ครบุรี,นครราชสีมา,14.569,102.278
พลวง,เขาคิชฌกูฏ,จันทบุรี,12.822,102.106
น้ำรึม,เมืองตาก,ตาก,16.897,99.168
ดอนศิลา,เวียงชัย,เชียงราย,19.805,100.005
สามพร้าว,เมืองอุดรธานี,อุดรธานี,17.456,102.886
นาโพธิ์,กุดรัง,มหาสารคาม,16.077,102.907
เกาะกลาง,เกาะลันตา,กระบี่,7.751,99.063
นางาม,เสลภูมิ,ร้อยเอ็ด,15.911,103.940
บ้านใหม่ไชยมงคล,ทุ่งเสลี่ยม,สุโขทัย,17.251,99.652
บางดี,ห้วยยอด,ตรัง,7.841,99.494
รวมไทยพัฒนา,พบพระ,ตาก,16.440,98.786
นากอก,ศรีบุญเรือง,หนองบัวลำภู,16.904,102.201
คลองขาม,ยางตลาด,กาฬสินธุ์,16.456,103.338
ยางราก,โคกเจริญ,ลพบุรี,15.366,100.935
ท้ายทุ่ง,ทับคล้อ,พิจิตร,16.086,100.618
ด่าน,กาบเชิง,สุรินทร์,14.465,103.709
โพธิ์หมากแข้ง,บึงโขงหลง,บึงกาฬ,17.941,104.075
เขื่อนบางลาง,บันนังสตา,ยะลา,6.142,101.309
เจดีย์หลวง,แม่สรวย,เชียงราย,19.569,99.546
ไม้งาม,เมืองตาก,ตาก,16.972,99.186
ตะแพน,ศรีบรรพต,พัทลุง,7.645,99.878
ดอยเต่า,ดอยเต่า,เชียงใหม่,17.897,98.731
คำสะอาด,สว่างแดนดิน,สกลนคร,17.511,103.351
แม่กัวะ,สบปราบ,ลำปาง,17.956,99.353
แก่งเสี้ยน,เมืองกาญจนบุรี,กาญจนบุรี,14.103,99.501
หนองไม้งาม,บ้านกรวด,บุรีรัมย์,14.344,102.997
ท่าหมื่นราม,วังทอง,พิษณุโลก,16.691,100.514
เขือน้ำ,บ้านผือ,อุดรธานี,17.565,102.646
บ้านกอก,จัตุรัส,ชัยภูมิ,15.467,101.902
น้ำพี้,ทองแสนขัน,อุตรดิตถ์,17.581,100.299
ห้วยไผ่,โขงเจียม,อุบลราชธานี,15.420,105.551
ป่าไร่,อรัญประเทศ,สระแก้ว,13.745,102.585
แสนตุ้ง,เขาสมิง,ตราด,12.398,102.382
จะแนะ,จะแนะ,นราธิวาส,6.077,101.693
พนมรอก,ท่าตะโก,นครสวรรค์,15.704,100.442
สังเม็ก,กันทรลักษ์,ศรีสะเกษ,14.643,104.729
คลองทราย,นาทวี,สงขลา,6.741,100.603
หัวนา,เมืองหนองบัวลำภู,หนองบัวลำภู,17.032,102.390
โนนยาง,หนองสูง,มุกดาหาร,16.490,104.278
สีสุก,จักราช,นครราชสีมา,14.874,102.385
คลองสมบูรณ์,คลองขลุง,กำแพงเพชร,16.250,99.543
นาเพียง,กุสุมาลย์,สกลนคร,17.367,104.216
ทับช้าง,นาทวี,สงขลา,6.586,100.695
ท่าเยี่ยม,โชคชัย,นครราชสีมา,14.716,102.237
ตากออก,บ้านตาก,ตาก,17.066,99.107
ดงขุย,ชนแดน,เพชรบูรณ์,16.131,100.677
ลำสมพุง,มวกเหล็ก,สระบุรี,15.007,101.381
นาโพธิ์,พิบูลมังสาหาร,อุบลราชธานี,15.069,105.128
ศิลาทิพย์,ชัยบาดาล,ลพบุรี,15.314,101.087
โพนสูง,ด่านซ้าย,เลย,17.277,101.282
กะลาเส,สิเกา,ตรัง,7.744,99.326
หนองรี,ลำสนธิ,ลพบุรี,15.282,101.319
ท่าม่วง,เทพา,สงขลา,6.742,101.001
พนางตุง,ควนขนุน,พัทลุง,7.759,100.140
หอคำ,บึงกาฬ,บึงกาฬ,18.406,103.380
หนองอ้อ,หนองวัวซอ,อุดรธานี,17.187,102.541
ท่าข้าม,ท่าแซะ,ชุมพร,10.660,99.105
เกาะตาเลี้ยง,ศรีสำโรง,สุโขทัย,17.111,99.908
วังเพลิง,โคกสำโรง,ลพบุรี,15.062,100.841
ป่าไหน่,พร้าว,เชียงใหม่,19.440,99.261
บ้านนา,กะเปอร์,ระนอง,9.553,98.740
บ้านหนุน,สอง,แพร่,18.437,100.234
ระเริง,วังน้ำเขียว,นครราชสีมา,14.574,101.731
บ้านยาง,ลำทะเมนชัย,นครราชสีมา,15.250,102.944
เขาใหญ่,ชะอำ,เพชรบุรี,12.793,99.894
กระชอน,พิมาย,นครราชสีมา,15.443,102.670
เขาหัวควาย,พุนพิน,สุราษฎร์ธานี,9.039,99.267
โคกกว้าง,บุ่งคล้า,บึงกาฬ,18.218,104.010
แม่ปะ,แม่สอด,ตาก,16.757,98.586
กลอนโด,ด่านมะขามเตี้ย,กาญจนบุรี,13.880,99.440
น้ำผุด,เมืองตรัง,ตรัง,7.673,99.726
นาทอน,ทุ่งหว้า,สตูล,7.032,99.743
ท่าช้าง,บางกล่ำ,สงขลา,7.048,100.378
บ้านกล้วย,เมืองสุโขทัย,สุโขทัย,17.029,99.776
บ้านโพน,โพนนาแก้ว,สกลนคร,17.219,104.375
บ้านจันทน์,บ้านดุง,อุดรธานี,17.796,103.296
บางทอง,ท้ายเหมือง,พังงา,8.418,98.354
คลองหาด,คลองหาด,สระแก้ว,13.429,102.329
หนองกุงทับม้า,วังสามหมอ,อุดรธานี,17.019,103.472
เนินหอม,เมืองปราจีนบุรี,ปราจีนบุรี,14.181,101.378
นาคำไฮ,เมืองหนองบัวลำภู,หนองบัวลำภู,17.280,102.304
นาหนองไผ่,ชุมพลบุรี,สุรินทร์,15.376,103.487
เสนางคนิคม,เสนางคนิคม,อำนาจเจริญ,16.056,104.685
หนองเสือช้าง,หนองใหญ่,ชลบุรี,13.117,101.283
บ้านค้อ,คำชะอี,มุกดาหาร,16.701,104.352
โคกยาง,ปราสาท,สุรินทร์,14.673,103.529
บ้านฝาง,สระใคร,หนองคาย,17.651,102.665
